tweet_id,favorites,retweets,user_followers,user_favourites,date_time
678643457146150913,1979,385,8877508,145871,2015-12-20 18:29:43+00:00
678446151570427904,3873,1471,8877508,145871,2015-12-20 05:25:42+00:00
678424312106393600,5294,2436,8877508,145871,2015-12-20 03:58:55+00:00
678410210315247616,4059,1728,8877508,145871,2015-12-20 03:02:53+00:00
678399652199309312,77491,30573,8877508,145871,2015-12-20 02:20:55+00:00
678396796259975168,1543,398,8877508,145871,2015-12-20 02:09:34+00:00
678389028614488064,1802,404,8877508,145871,2015-12-20 01:38:42+00:00
678380236862578688,2346,869,8877508,145871,2015-12-20 01:03:46+00:00
678341075375947776,1673,511,8877508,145871,2015-12-19 22:28:09+00:00
678334497360859136,1257,236,8877508,145871,2015-12-19 22:02:01+00:00
678278586130948096,11038,5843,8877508,145871,2015-12-19 18:19:51+00:00
678255464182861824,1529,349,8877508,145871,2015-12-19 16:47:58+00:00
678023323247357953,1840,364,8877508,145871,2015-12-19 01:25:31+00:00
678021115718029313,13132,6066,8877508,145871,2015-12-19 01:16:45+00:00
677961670166224897,3297,1615,8877508,145871,2015-12-18 21:20:32+00:00
677918531514703872,1290,389,8877509,145871,2015-12-18 18:29:07+00:00
677895101218201600,4636,1981,8877509,145871,2015-12-18 16:56:01+00:00
677716515794329600,2937,939,8877509,145871,2015-12-18 05:06:23+00:00
677700003327029250,3266,1388,8877509,145871,2015-12-18 04:00:46+00:00
677698403548192770,1186,307,8877509,145871,2015-12-18 03:54:25+00:00
677687604918272002,2411,806,8877509,145871,2015-12-18 03:11:30+00:00
677673981332312066,3205,1439,8877509,145871,2015-12-18 02:17:22+00:00
677662372920729601,1874,906,8877509,145871,2015-12-18 01:31:14+00:00
677644091929329666,1787,771,8877509,145871,2015-12-18 00:18:36+00:00
677573743309385728,2054,672,8877509,145871,2015-12-17 19:39:03+00:00
677565715327688705,1253,439,8877509,145871,2015-12-17 19:07:09+00:00
677557565589463040,2364,1104,8877509,145871,2015-12-17 18:34:46+00:00
677547928504967168,6681,3513,8877509,145871,2015-12-17 17:56:29+00:00
677530072887205888,1027,219,8877509,145871,2015-12-17 16:45:31+00:00
677335745548390400,2929,1682,8877509,145871,2015-12-17 03:53:20+00:00
677334615166730240,1293,272,8877509,145871,2015-12-17 03:48:51+00:00
677331501395156992,1043,225,8877509,145871,2015-12-17 03:36:28+00:00
677328882937298944,3511,1438,8877509,145871,2015-12-17 03:26:04+00:00
677314812125323265,1583,512,8877509,145871,2015-12-17 02:30:09+00:00
677301033169788928,1181,386,8877509,145871,2015-12-17 01:35:24+00:00
677269281705472000,1900,677,8877509,145871,2015-12-16 23:29:14+00:00
677228873407442944,3422,1566,8877509,145871,2015-12-16 20:48:40+00:00
677187300187611136,2621,874,8877509,145871,2015-12-16 18:03:28+00:00
676975532580409345,2657,1020,8877514,145871,2015-12-16 04:01:59+00:00
676957860086095872,2153,775,8877514,145871,2015-12-16 02:51:45+00:00
676949632774234114,1253,376,8877514,145871,2015-12-16 02:19:04+00:00
676948236477857792,2069,823,8877514,145871,2015-12-16 02:13:31+00:00
676946864479084545,1665,349,8877514,145871,2015-12-16 02:08:04+00:00
676942428000112642,1992,714,8877514,145871,2015-12-16 01:50:26+00:00
676936541936185344,12234,4735,8877514,145871,2015-12-16 01:27:03+00:00
676916996760600576,2857,1729,8877514,145871,2015-12-16 00:09:23+00:00
676897532954456065,2161,696,8877514,145871,2015-12-15 22:52:02+00:00
676864501615042560,2008,670,8877514,145871,2015-12-15 20:40:47+00:00
676821958043033607,22001,14829,8877514,145871,2015-12-15 17:51:44+00:00
676819651066732545,1742,633,8877514,145871,2015-12-15 17:42:34+00:00
676811746707918848,1368,407,8877514,145871,2015-12-15 17:11:09+00:00
676776431406465024,4798,1935,8877514,145871,2015-12-15 14:50:49+00:00
676617503762681856,2760,912,8877514,145871,2015-12-15 04:19:18+00:00
676613908052996102,1034,192,8877514,145871,2015-12-15 04:05:01+00:00
676606785097199616,1821,414,8877514,145871,2015-12-15 03:36:42+00:00
676603393314578432,1116,366,8877514,145871,2015-12-15 03:23:14+00:00
676593408224403456,4372,2051,8877514,145871,2015-12-15 02:43:33+00:00
676590572941893632,882,116,8877514,145871,2015-12-15 02:32:17+00:00
676588346097852417,2210,745,8877514,145871,2015-12-15 02:23:26+00:00
676582956622721024,1144,262,8877514,145871,2015-12-15 02:02:01+00:00
676575501977128964,2467,1064,8877514,145871,2015-12-15 01:32:24+00:00
676533798876651520,1801,524,8877514,145871,2015-12-14 22:46:41+00:00
676496375194980353,1463,509,8877514,145871,2015-12-14 20:17:59+00:00
676470639084101634,11146,4454,8877514,145871,2015-12-14 18:35:43+00:00
676440007570247681,1650,629,8877514,145871,2015-12-14 16:34:00+00:00
676430933382295552,1339,321,8877514,145871,2015-12-14 15:57:56+00:00
676263575653122048,1998,514,8877514,145871,2015-12-14 04:52:55+00:00
676237365392908289,1156,269,8877514,145871,2015-12-14 03:08:46+00:00
676219687039057920,73378,29574,8877514,145871,2015-12-14 01:58:31+00:00
676215927814406144,1660,549,8877514,145871,2015-12-14 01:43:35+00:00
676191832485810177,2183,987,8877514,145871,2015-12-14 00:07:50+00:00
676146341966438401,1841,632,8877514,145871,2015-12-13 21:07:04+00:00
676121918416756736,2076,1112,8877514,145871,2015-12-13 19:30:01+00:00
676101918813499392,2712,1116,8877514,145871,2015-12-13 18:10:33+00:00
676098748976615425,2865,1346,8877514,145871,2015-12-13 17:57:57+00:00
676089483918516224,1253,416,8877514,145871,2015-12-13 17:21:08+00:00
675898130735476737,1538,540,8877514,145871,2015-12-13 04:40:46+00:00
675891555769696257,2030,814,8877514,145871,2015-12-13 04:14:39+00:00
675888385639251968,2275,908,8877514,145871,2015-12-13 04:02:03+00:00
675878199931371520,3990,1333,8877514,145871,2015-12-13 03:21:34+00:00
675870721063669760,1553,535,8877514,145871,2015-12-13 02:51:51+00:00
675853064436391936,2575,1219,8877514,145871,2015-12-13 01:41:41+00:00
675849018447167488,903,136,8877514,145871,2015-12-13 01:25:37+00:00
675845657354215424,2161,832,8877514,145871,2015-12-13 01:12:15+00:00
675822767435051008,1450,511,8877514,145871,2015-12-12 23:41:18+00:00
675820929667219457,998,225,8877514,145871,2015-12-12 23:34:00+00:00
675798442703122432,9792,3262,8877514,145871,2015-12-12 22:04:39+00:00
675781562965868544,1546,446,8877514,145871,2015-12-12 20:57:34+00:00
675740360753160193,1115,327,8877514,145871,2015-12-12 18:13:51+00:00
675710890956750848,1795,772,8877515,145871,2015-12-12 16:16:45+00:00
675707330206547968,1882,645,8877515,145871,2015-12-12 16:02:36+00:00
675706639471788032,615,90,8877515,145871,2015-12-12 15:59:51+00:00
675534494439489536,1757,389,8877515,145871,2015-12-12 04:35:48+00:00
675531475945709568,1120,362,8877515,145871,2015-12-12 04:23:49+00:00
675522403582218240,987,273,8877515,145871,2015-12-12 03:47:46+00:00
675517828909424640,1228,441,8877515,145871,2015-12-12 03:29:35+00:00
675501075957489664,16365,5545,8877515,145871,2015-12-12 02:23:01+00:00
675497103322386432,2993,1221,8877515,145871,2015-12-12 02:07:14+00:00
675489971617296384,1232,564,8877515,145871,2015-12-12 01:38:53+00:00
675483430902214656,1761,925,8877515,145871,2015-12-12 01:12:54+00:00
675432746517426176,1446,543,8877515,145871,2015-12-11 21:51:30+00:00
675372240448454658,1607,491,8877515,145871,2015-12-11 17:51:04+00:00
675362609739206656,1007,218,8877515,145871,2015-12-11 17:12:48+00:00
